Provider ID	Hospital Name	Address	City	State	ZIP Code	Hospital Type	Hospital Ownership	Hospital overall rating	Mortality national comparison	Safety of care national comparison	Readmission national comparison	Effectiveness of care national comparison
420109	MCLEOD HEALTH CLARENDON	10 EAST HOSPITAL STREET	MANNING	SC	29102	Acute Care Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
421300	ALLENDALE COUNTY HOSPITAL	1787 ALLENDALE FAIRFAX RD	FAIRFAX	SC	29827	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
421301	ABBEVILLE AREA MEDICAL CENTER	420 THOMSON CIRCLE	ABBEVILLE	SC	29620	Critical Access Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Same as the national average
421302	FAIRFIELD MEMORIAL HOSPITAL	321 BYPASS PO BOX 620	WINNSBORO	SC	29180	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Not Available
421303	WILLIAMSBURG REGIONAL HOSPITAL	500 NELSON BOULEVARD	KINGSTREE	SC	29556	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
421304	EDGEFIELD COUNTY HOSPITAL	300 RIDGE MEDICAL PLAZA	EDGEFIELD	SC	29824	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
423300	SHRINERS HOSPITALS FOR CHILDREN	950 WEST FARIS ROAD	GREENVILLE	SC	29605	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
430005	PRAIRIE LAKES HOSPITAL	401 9TH AVENUE NW  POST OFFICE BOX 1210	WATERTOWN	SD	57201	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Same as the national average	Same as the national average
430008	BROOKINGS HEALTH SYSTEM	300 22ND AVE	BROOKINGS	SD	57006	Acute Care Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Same as the national average
430012	AVERA SACRED HEART HOSPITAL	501 SUMMIT ST	YANKTON	SD	57078	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Above the national average
430013	AVERA QUEEN OF PEACE	525 N FOSTER	MITCHELL	SD	57301	Acute Care Hospitals	Voluntary non-profit - Church	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
430014	AVERA ST LUKES	305 S STATE ST  POST OFFICE BOX 4450	ABERDEEN	SD	57401	Acute Care Hospitals	Voluntary non-profit - Church	5	Above the national average	Above the national average	Above the national average	Same as the national average
430015	AVERA ST MARY'S HOSPITAL	801 E SIOUX	PIERRE	SD	57501	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
430016	AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER	1325 S CLIFF AVE  POST OFFICE BOX 5045	SIOUX FALLS	SD	57117	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Above the national average	Same as the national average
430027	SANFORD USD MEDICAL CENTER	1305 W 18TH ST  POST OFFICE BOX 5039	SIOUX FALLS	SD	57117	Acute Care Hospitals	Voluntary non-profit - Other	4	Same as the national average	Below the national average	Above the national average	Same as the national average
430048	SPEARFISH REGIONAL HOSPITAL	1440 N MAIN ST	SPEARFISH	SD	57783	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Above the national average	Same as the national average
430077	RAPID CITY REGIONAL HOSPITAL	353 FAIRMONT BLVD  POST OFFICE BOX 6000	RAPID CITY	SD	57701	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Above the national average	Same as the national average
430082	PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN	3200 CANYON LAKE DR	RAPID CITY	SD	57702	Acute Care Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Not Available
430083	PHS INDIAN HOSPITAL AT EAGLE BUTTE	24276 166TH AIRPORT ROAD	EAGLE BUTTE	SD	57625	Acute Care Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Not Available
430084	PHS INDIAN HOSPITAL AT ROSEBUD	400 SOLDIER CREEK ROAD	ROSEBUD	SD	57570	Acute Care Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Below the national average
430089	DUNES SURGICAL HOSPITAL	600 SIOUX POINT ROAD	DAKOTA DUNES	SD	57049	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
430090	SIOUX FALLS SPECIALTY HOSPITAL LLP	910 EAST 20TH STREET	SIOUX FALLS	SD	57105	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
430091	BLACK HILLS SURGICAL HOSPITAL LLP	216 ANAMARIA DR	RAPID CITY	SD	57703	Acute Care Hospitals	Physician	Not Available	Not Available	Not Available	Not Available	Not Available
430093	SAME DAY SURGERY CENTER LLC	651 CATHEDRAL DRIVE	RAPID CITY	SD	57701	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
430095	AVERA HEART HOSPITAL OF SOUTH DAKOTA	4500 W 69TH ST	SIOUX FALLS	SD	57108	Acute Care Hospitals	Proprietary	5	Above the national average	Above the national average	Above the national average	Same as the national average
430096	LEWIS AND CLARK SPECIALTY HOSPITAL	2601 FOX RUN PARKWAY	YANKTON	SD	57078	Acute Care Hospitals	Physician	Not Available	Not Available	Not Available	Not Available	Same as the national average
430097	SANFORD ABERDEEN MEDICAL CENTER	2905 3RD AVE SE	ABERDEEN	SD	57402	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
431300	MADISON REGIONAL HEALTH SYSTEM	323 SW 10TH ST	MADISON	SD	57042	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
431301	FAULKTON AREA MEDICAL CENTER	1300 OAK STREET  POST OFFICE BOX 100	FAULKTON	SD	57438	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431302	AVERA GETTYSBURG HOSPITAL	606 EAST GARFIELD	GETTYSBURG	SD	57442	Critical Access Hospitals	Voluntary non-profit - Church	Not Available	Not Available	Not Available	Not Available	Not Available
431305	DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH	708 8TH ST	ARMOUR	SD	57313	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431306	PLATTE HEALTH CENTER - CAH	601 E 7TH ST  POST OFFICE BOX 200	PLATTE	SD	57369	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431307	SANFORD CLEAR LAKE MEDICAL CENTER	701 THIRD AVENUE SOUTH	CLEAR LAKE	SD	57226	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431308	EUREKA COMMUNITY HEALTH SERVICES - CAH	410 9TH ST POST OFFICE BOX 517	EUREKA	SD	57437	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
431309	COMMUNITY MEMORIAL HOSPITAL	809 JACKSON  POST OFFICE BOX 319	BURKE	SD	57523	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431310	AVERA FLANDREAU HOSPITAL - CAH	214 NORTH PRAIRIE STREET	FLANDREAU	SD	57028	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431311	SANFORD HOSPITAL WEBSTER - CAH	1401 W FIRST ST POST OFFICE BOX 489	WEBSTER	SD	57274	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431312	MARSHALL COUNTY HEALTHCARE CENTER - CAH	413 9TH STREET	BRITTON	SD	57430	Critical Access Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
431313	FREEMAN MEDICAL CENTER - CAH	510 E 8TH ST  POST OFFICE BOX 370	FREEMAN	SD	57029	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431314	BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH	102 MAJOR ALLEN   POST OFFICE BOX 70D	MARTIN	SD	57551	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Not Available
431315	WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH	513 3RD ST SW  POST OFFICE BOX 280	WAGNER	SD	57380	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Same as the national average	Not Available
431316	COMMUNITY MEMORIAL HOSPITAL	111 W 10TH AVE  POST OFFICE BOX 420	REDFIELD	SD	57469	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
431317	LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH	600 BILLARS ST	SCOTLAND	SD	57059	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
431318	BOWDLE HOSPITAL - CAH	8001 W 5TH  POST OFFICE BOX 556	BOWDLE	SD	57428	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
431319	HANS P PETERSON MEMORIAL HOSPITAL - CAH	503 W PINE  POST OFFICE BOX 790	PHILIP	SD	57567	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431320	LEAD - DEADWOOD REGIONAL HOSPITAL - CAH	61 CHARLES STREET	DEADWOOD	SD	57732	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431321	STURGIS REGIONAL HOSPITAL	949 HARMON STREET	STURGIS	SD	57785	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Same as the national average	Not Available
431322	FALL RIVER HOSPITAL - CAH	1201 HIGHWAY 71 SOUTH	HOT SPRINGS	SD	57747	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
431323	CUSTER REGIONAL HOSPITAL - CAH	1039 MONTGOMERY STREET	CUSTER	SD	57730	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Same as the national average
431324	AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH	604 1ST ST NE	WESSINGTON SPRINGS	SD	57382	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431325	MOBRIDGE REGIONAL HOSPITAL - CAH	1401 10TH AVE WEST	MOBRIDGE	SD	57601	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
431326	MILBANK AREA HOSPITAL/AVERA HEALTH	301 FLYNN DRIVE	MILBANK	SD	57252	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431327	ST MICHAEL'S HOSPITAL - CAH	410 W 16TH AVE	TYNDALL	SD	57066	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
431328	PIONEER MEMORIAL HOSPITAL - CAH	315 N WASHINGTON AVE  POST OFFICE BOX 368	VIBORG	SD	57070	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431329	SANFORD CHAMBERLAIN MEDICAL CENTER	300 S BYRON	CHAMBERLAIN	SD	57325	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431330	AVERA ST BENEDICT HEALTH CENTER - CAH	401 WEST GLYNN DRIVE	PARKSTON	SD	57366	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
431331	AVERA DELLS AREA HOSPITAL  - CAH	909 N IOWA AVE	DELL RAPIDS	SD	57022	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431332	AVERA DE SMET MEMORIAL HOSPITAL - CAH	306 PRAIRIE AVENUE SW  POST OFFICE BOX 160	DE SMET	SD	57231	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431333	SANFORD CANTON-INWOOD MEDICAL CENTER - CAH	440 NORTH HIAWATHA DRIVE	CANTON	SD	57013	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
431334	WINNER REGIONAL HEALTHCARE CENTER - CAH	745 EAST 8TH STREET	WINNER	SD	57580	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
431335	HURON REGIONAL MEDICAL CENTER	172 FOURTH STREET SE	HURON	SD	57350	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
431336	SANFORD VERMILLION HOSPITAL	20 SOUTH PLUM STREET	VERMILLION	SD	57069	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
431337	AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC	300 W 5TH ST	MILLER	SD	57362	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
431338	AVERA GREGORY HOSPITAL	400 PARK STREET  POST OFFICE BOX 408	GREGORY	SD	57533	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
431339	COTEAU DES PRAIRIES HEALTH CARE SYSTEM	205 ORCHARD DR	SISSETON	SD	57262	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
433300	LIFESCAPE	2501 W 26TH ST	SIOUX FALLS	SD	57105	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
440001	UNICOI COUNTY MEMORIAL HOSPITAL	GREENWAY CIRCLE	ERWIN	TN	37650	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440002	JACKSON-MADISON COUNTY GENERAL HOSPITAL	620 SKYLINE DRIVE	JACKSON	TN	38301	Acute Care Hospitals	Government - Hospital District or Authority	3	Same as the national average	Below the national average	Above the national average	Same as the national average
440003	SUMNER REGIONAL MEDICAL CENTER	555 HARTSVILLE PIKE	GALLATIN	TN	37066	Acute Care Hospitals	Proprietary	2	Below the national average	Same as the national average	Below the national average	Same as the national average
440006	TRISTAR SKYLINE MEDICAL CENTER	3441 DICKERSON PIKE	NASHVILLE	TN	37207	Acute Care Hospitals	Voluntary non-profit - Private	2	Same as the national average	Above the national average	Below the national average	Same as the national average
440007	UNITY MEDICAL CENTER	481 INTERSTATE DRIVE	MANCHESTER	TN	37355	Acute Care Hospitals	Physician	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440008	HENDERSON COUNTY COMMUNITY HOSPITAL	200 W CHURCH ST	LEXINGTON	TN	38351	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440009	CUMBERLAND MEDICAL CENTER	421 S MAIN ST	CROSSVILLE	TN	38555	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440010	WAYNE MEDICAL CENTER	103 J V MANGUBAT DR	WAYNESBORO	TN	38485	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440011	BLOUNT MEMORIAL HOSPITAL	907 E LAMAR ALEXANDER PARKWAY	MARYVILLE	TN	37804	Acute Care Hospitals	Government - Local	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
440012	WELLMONT BRISTOL REGIONAL MEDICAL CENTER	ONE MEDICAL PARK BLVD	BRISTOL	TN	37620	Acute Care Hospitals	Government - Hospital District or Authority	3	Same as the national average	Above the national average	Below the national average	Same as the national average
440015	UNIVERSITY OF TN MEDICAL CENTER (THE)	1924 ALCOA HIGHWAY	KNOXVILLE	TN	37920	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Same as the national average	Below the national average	Same as the national average
440016	BAPTIST MEMORIAL HOSPITAL HUNTINGDON	631 RB WILSON DR	HUNTINGDON	TN	38344	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440017	WELLMONT HOLSTON VALLEY MEDICAL CENTER	130 WEST RAVINE ROAD	KINGSPORT	TN	37662	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Same as the national average	Same as the national average
440018	SYCAMORE SHOALS HOSPITAL	1501 WEST ELK AVENUE	ELIZABETHTON	TN	37643	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440020	SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI	1265 E COLLEGE ST	PULASKI	TN	38478	Acute Care Hospitals	Proprietary	4	Same as the national average	Not Available	Same as the national average	Same as the national average
440025	"LAUGHLIN MEMORIAL HOSPITAL, INC"	1420 TUSCULUM BLVD	GREENEVILLE	TN	37745	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Below the national average	Same as the national average	Same as the national average
440029	WILLIAMSON MEDICAL CENTER	4321 CAROTHERS PARKWAY	FRANKLIN	TN	37067	Acute Care Hospitals	Government - Hospital District or Authority	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
440030	MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION	908 W 4TH NORTH ST	MORRISTOWN	TN	37814	Acute Care Hospitals	Government - Local	2	Below the national average	Same as the national average	Below the national average	Same as the national average
440031	ROANE MEDICAL CENTER	8045 ROANE MEDICAL CENTER DRIVE	HARRIMAN	TN	37748	Acute Care Hospitals	Government - Hospital District or Authority	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
440032	WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL	851 LOCUST STREET	ROGERSVILLE	TN	37857	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Same as the national average
440033	TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER	923 EAST CENTRAL AVENUE	LA FOLLETTE	TN	37766	Acute Care Hospitals	Voluntary non-profit - Church	2	Below the national average	Same as the national average	Same as the national average	Same as the national average
440034	METHODIST MEDICAL CENTER OF OAK RIDGE	990 OAK RIDGE TURNPIKE BOX 529	OAK RIDGE	TN	37830	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Same as the national average	Below the national average	Same as the national average
440035	TENNOVA HEALTHCARE-CLARKSVILLE	651 DUNLOP LANE	CLARKSVILLE	TN	37040	Acute Care Hospitals	Government - Hospital District or Authority	2	Below the national average	Below the national average	Same as the national average	Same as the national average
440039	VANDERBILT UNIVERSITY MEDICAL CENTER	1211 MEDICAL CENTER DRIVE	NASHVILLE	TN	37232	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Above the national average	Below the national average	Above the national average
440040	PERRY COMMUNITY HOSPITAL	2718 SQUIRREL HOLLOW DRIVE	LINDEN	TN	37096	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Below the national average	Below the national average
440046	TRISTAR HORIZON MEDICAL CENTER	111 HIGHWAY 70 EAST	DICKSON	TN	37055	Acute Care Hospitals	Proprietary	3	Above the national average	Same as the national average	Below the national average	Same as the national average
440048	BAPTIST MEMORIAL HOSPITAL	6019 WALNUT GROVE ROAD	MEMPHIS	TN	38120	Acute Care Hospitals	Voluntary non-profit - Private	2	Above the national average	Below the national average	Below the national average	Same as the national average
440049	METHODIST HEALTHCARE MEMPHIS HOSPITALS	1265 UNION AVE SUITE 700	MEMPHIS	TN	38104	Acute Care Hospitals	Voluntary non-profit - Church	2	Same as the national average	Below the national average	Below the national average	Same as the national average
440050	TAKOMA REGIONAL HOSPITAL	401 TAKOMA AVE	GREENEVILLE	TN	37743	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440053	SAINT THOMAS RUTHERFORD HOSPITAL	1700 MEDICAL CENTER PARKWAY	MURFREESBORO	TN	37129	Acute Care Hospitals	Voluntary non-profit - Church	3	Below the national average	Same as the national average	Below the national average	Same as the national average
440056	TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL	110 HOSPITAL DRIVE	JEFFERSON CITY	TN	37760	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440057	CLAIBORNE MEDICAL CENTER	1850 OLD KNOXVILLE HIGHWAY	TAZEWELL	TN	37879	Acute Care Hospitals	Government - Local	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440058	SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER	185 HOSPITAL ROAD	WINCHESTER	TN	37398	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
440059	COOKEVILLE REGIONAL MEDICAL CENTER	1 MEDICAL CENTER BOULEVARD	COOKEVILLE	TN	38501	Acute Care Hospitals	Government - Local	3	Below the national average	Above the national average	Below the national average	Same as the national average
440060	MILAN GENERAL HOSPITAL	4039 HIGHLAND ST	MILAN	TN	38358	Acute Care Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Same as the national average
440061	TENNOVA HEALTHCARE-VOLUNTEER MARTIN	161 MOUNT PELIA RD	MARTIN	TN	38237	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Above the national average
440063	JOHNSON CITY MEDICAL CENTER	400 N STATE OF FRANKLIN RD	JOHNSON CITY	TN	37604	Acute Care Hospitals	Voluntary non-profit - Private	2	Below the national average	Same as the national average	Below the national average	Same as the national average
440065	NORTHCREST MEDICAL CENTER	100 NORTHCREST DRIVE	SPRINGFIELD	TN	37172	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Same as the national average	Below the national average	Same as the national average
440067	LAKEWAY REGIONAL HOSPITAL	726 MCFARLAND ST	MORRISTOWN	TN	37814	Acute Care Hospitals	Proprietary	1	Below the national average	Below the national average	Below the national average	Same as the national average
440068	STARR REGIONAL MEDICAL CENTER ATHENS	1114 W MADISON AVE	ATHENS	TN	37371	Acute Care Hospitals	Proprietary	3	Below the national average	Same as the national average	Above the national average	Same as the national average
440070	DECATUR COUNTY GENERAL HOSPITAL	969 TENNESSEE AVE S	PARSONS	TN	38363	Acute Care Hospitals	Government - Local	3	Same as the national average	Not Available	Below the national average	Same as the national average
440072	TENNOVA HEALTHCARE-DYERSBURG REGIONAL	400 TICKLE ST	DYERSBURG	TN	38024	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
440073	MAURY REGIONAL HOSPITAL	1224 TROTWOOD AVE	COLUMBIA	TN	38401	Acute Care Hospitals	Government - Local	4	Same as the national average	Above the national average	Same as the national average	Same as the national average
440081	LECONTE MEDICAL CENTER	742 MIDDLECREEK ROAD	SEVIERVILLE	TN	37862	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440082	SAINT THOMAS WEST HOSPITAL	"4220 HARDING RD, PO BOX 380"	NASHVILLE	TN	37205	Acute Care Hospitals	Voluntary non-profit - Church	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
440083	TENNOVA HEALTHCARE - JAMESTOWN	436 CENTRAL AVENUE WEST	JAMESTOWN	TN	38556	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440084	SWEETWATER HOSPITAL ASSOCIATION	304 WRIGHT ST	SWEETWATER	TN	37874	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Below the national average	Same as the national average
440091	"MEMORIAL HEALTHCARE SYSTEM, INC"	2525 DESALES AVE	CHATTANOOGA	TN	37404	Acute Care Hospitals	Voluntary non-profit - Church	4	Above the national average	Above the national average	Above the national average	Same as the national average
440102	LINCOLN MEDICAL CENTER	106 MEDICAL CENTER BLVD	FAYETTEVILLE	TN	37334	Acute Care Hospitals	Government - Local	2	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440104	ERLANGER MEDICAL CENTER	975 E 3RD ST	CHATTANOOGA	TN	37403	Acute Care Hospitals	Government - Hospital District or Authority	2	Below the national average	Above the national average	Below the national average	Same as the national average
440109	HARDIN MEDICAL CENTER	935 WAYNE ROAD	SAVANNAH	TN	38372	Acute Care Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440110	FORT LOUDON MEDICAL CENTER	550 FORT LOUDON MEDICAL CENTER DR	LENOIR CITY	TN	37772	Acute Care Hospitals	Voluntary non-profit - Other	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440111	METRO NASHVILLE GENERAL HOSPITAL	1818 ALBION STREET	NASHVILLE	TN	37208	Acute Care Hospitals	Government - Hospital District or Authority	2	Not Available	Same as the national average	Not Available	Same as the national average
440120	TENNOVA HEALTHCARE	900 EAST OAK HILL AVENUE	KNOXVILLE	TN	37917	Acute Care Hospitals	Proprietary	2	Below the national average	Same as the national average	Above the national average	Same as the national average
440125	FORT SANDERS REGIONAL MEDICAL CENTER	1901 W CLINCH AVE	KNOXVILLE	TN	37916	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Same as the national average	Same as the national average
440130	BAPTIST MEMORIAL HOSPITAL UNION CITY	"1201 BISHOP ST, PO BOX 310"	UNION CITY	TN	38261	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440131	BAPTIST MEMORIAL HOSPITAL TIPTON	1995 HIGHWAY 51 S	COVINGTON	TN	38019	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Not Available	Same as the national average	Below the national average
440132	HENRY COUNTY MEDICAL CENTER	301 TYSON AV	PARIS	TN	38242	Acute Care Hospitals	Government - Hospital District or Authority	3	Below the national average	Above the national average	Above the national average	Below the national average
440133	SAINT THOMAS MIDTOWN HOSPITAL	2000 CHURCH ST	NASHVILLE	TN	37236	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
440137	TENNOVA HEALTHCARE-SHELBYVILLE	2835 HWY 231 N	SHELBYVILLE	TN	37160	Acute Care Hospitals	Proprietary	1	Same as the national average	Below the national average	Below the national average	Same as the national average
440144	TENNOVA HEALTHCARE-HARTON	1801 N JACKSON ST BOX 460	TULLAHOMA	TN	37388	Acute Care Hospitals	Voluntary non-profit - Other	2	Same as the national average	Below the national average	Same as the national average	Same as the national average
440148	SAINT THOMAS DEKALB HOSPITAL	520 W MAIN ST	SMITHVILLE	TN	37166	Acute Care Hospitals	Voluntary non-profit - Church	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440150	TRISTAR SUMMIT MEDICAL CENTER	5655 FRIST BLVD	HERMITAGE	TN	37076	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Below the national average	Same as the national average
440151	SAINT THOMAS RIVER PARK HOSPITAL	1559 SPARTA STREET	MC MINNVILLE	TN	37110	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440152	REGIONAL ONE HEALTH	877 JEFFERSON AVENUE	MEMPHIS	TN	38103	Acute Care Hospitals	Government - Hospital District or Authority	2	Not Available	Below the national average	Not Available	Same as the national average
440153	TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER	435 2ND ST	NEWPORT	TN	37821	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
